Tanggal,Kategori,Klasifikasi,Kelas,Bahan Bakar,Tahun Pembuatan,Sistem Pembakaran,CC,Tonnase,Jarak Tempuh,Opasitas,Tahun Uji,Usia Kendaraan,Baku Mutu Opasitas,Opasitas_ratio,segmen_tahun,Euro,alpha,Koreksi_Opasitas,LULUS/TIIDAK
25/04/2018,M,C,D2,Solar,2013,Diesel,2500,1.5,301175,74.5,2018,5,40,1.8625,2010-2021,EURO2,0.3,0.25875,FALSE
02/05/2017,M,C,D2,Solar,2013,Diesel,4000,3,6284,46.4,2017,4,40,1.16,2010-2021,EURO2,0.3,0.048,FALSE
15/06/2022,M,C,D4,Solar,2013,Diesel,2771,30,329942,41.7,2022,9,40,1.0425,2010-2021,EURO2,0.3,0.01275,FALSE
02/11/2024 00:00,,C,,,2013,,,,,15,,11,40,0.375,2010-2021,EURO2,0.3,-0.1875,TRUE
13/11/2023 00:00,,C,,,2013,,,,,37.1,,10,40,0.9275,2010-2021,EURO2,0.3,-0.02175,TRUE
17/09/2024 00:00,,C,,,2013,,,,,10,,11,40,0.25,2010-2021,EURO2,0.3,-0.225,TRUE
26/04/2016,M,C,D2,Solar,2013,Diesel,3300,3,41042,24.6,2016,3,40,0.615,2010-2021,EURO2,0.3,-0.1155,TRUE
01/10/2024 00:00,,C,,,2013,,,,,35,,11,40,0.875,2010-2021,EURO2,0.3,-0.0375,TRUE
04/09/2023 00:00,,C,,,2013,,,,,5.03,,10,40,0.12575,2010-2021,EURO2,0.3,-0.262275,TRUE
30/06/2022,M,C,D4,Solar,2013,Diesel,2500,20,72158,30.2,2022,9,40,0.755,2010-2021,EURO2,0.3,-0.0735,TRUE
03/11/2023 00:00,,C,,,2013,,,,,8,,10,40,0.2,2010-2021,EURO2,0.3,-0.24,TRUE
02/09/2023 00:00,,C,,,2013,,,,,14,,10,40,0.35,2010-2021,EURO2,0.3,-0.195,TRUE
05/01/2024 00:00,,C,,,2013,,,,,10.5,,11,40,0.2625,2010-2021,EURO2,0.3,-0.22125,TRUE
10/05/2016,M,C,D2,Solar,2013,Diesel,4000,3.5,20035.752,18.4,2016,3,40,0.46,2010-2021,EURO2,0.3,-0.162,TRUE
13/01/2024 00:00,,C,,,2013,,,,,25,,11,40,0.625,2010-2021,EURO2,0.3,-0.1125,TRUE
07/10/2015,M,C,D4,Solar,2013,Diesel,4009,39.96,655070,58.1,2015,2,40,1.4525,2010-2021,EURO2,0.3,0.13575,FALSE
16/01/2024 00:00,,C,,,2013,,,,,19,,11,40,0.475,2010-2021,EURO2,0.3,-0.1575,TRUE
07/07/2024 00:00,,C,,,2013,,,,,16,,11,40,0.4,2010-2021,EURO2,0.3,-0.18,TRUE
24/08/2023 00:00,,C,,,2013,,,,,4,,10,40,0.1,2010-2021,EURO2,0.3,-0.27,TRUE
16/10/2023 00:00,,C,,,2013,,,,,32.5,,10,40,0.8125,2010-2021,EURO2,0.3,-0.05625,TRUE
17/05/2017,M,C,D4,Solar,2013,Diesel,4000,40,82808,48,2017,4,40,1.2,2010-2021,EURO2,0.3,0.06,FALSE
25/11/2023 00:00,,C,,,2013,,,,,26.3,,10,40,0.6575,2010-2021,EURO2,0.3,-0.10275,TRUE
26/04/2018,M,C,D2,Solar,2013,Diesel,2500,2.5,79445,9,2018,5,40,0.225,2010-2021,EURO2,0.3,-0.2325,TRUE
23/12/2024 00:00,,C,,,2013,,,,,21.5,,11,40,0.5375,2010-2021,EURO2,0.3,-0.13875,TRUE
12/08/2023 00:00,,C,,,2013,,,,,19.7,,10,40,0.4925,2010-2021,EURO2,0.3,-0.15225,TRUE
26/04/2016,M,C,D2,Solar,2013,Diesel,3000,3,143213,27.7,2016,3,40,0.6925,2010-2021,EURO2,0.3,-0.09225,TRUE
23/01/2025 00:00,,C,,,2013,,,,,17.9,,12,40,0.4475,2010-2021,EURO2,0.3,-0.16575,TRUE
21/03/2023 00:00,,C,,,2013,,,,,37,,10,40,0.925,2010-2021,EURO2,0.3,-0.0225,TRUE
11/05/2016,M,C,D2,Solar,2013,Diesel,2800,3.5,8774,99.1,2016,3,40,2.4775,2010-2021,EURO2,0.3,0.44325,FALSE
28/11/2023 00:00,,C,,,2013,,,,,6.8,,10,40,0.17,2010-2021,EURO2,0.3,-0.249,TRUE
18/05/2017,M,C,D2,Solar,2013,Diesel,3000,3.5,370663,45.6,2017,4,40,1.14,2010-2021,EURO2,0.3,0.042,FALSE
05/11/2024 00:00,,C,,,2013,,,,,24.3,,11,40,0.6075,2010-2021,EURO2,0.3,-0.11775,TRUE
04/10/2023 00:00,,C,,,2013,,,,,8.6,,10,40,0.215,2010-2021,EURO2,0.3,-0.2355,TRUE
11/09/2013,M,C,D2,Solar,2013,Diesel,2700,1,13810,14.3,2013,0,40,0.3575,2010-2021,EURO2,0.3,-0.19275,TRUE
22/04/2024 00:00,,C,,,2013,,,,,22.6,,11,40,0.565,2010-2021,EURO2,0.3,-0.1305,TRUE
14/06/2022,M,C,D4,Solar,2013,Diesel,4009,45,237725,27.1,2022,9,40,0.6775,2010-2021,EURO2,0.3,-0.09675,TRUE
30/10/2023 00:00,,C,,,2013,,,,,34.4,,10,40,0.86,2010-2021,EURO2,0.3,-0.042,TRUE
05/09/2023 00:00,,C,,,2013,,,,,8.5,,10,40,0.2125,2010-2021,EURO2,0.3,-0.23625,TRUE
28/03/2023 00:00,,C,,,2013,,,,,29,,10,40,0.725,2010-2021,EURO2,0.3,-0.0825,TRUE
20/03/2023 00:00,,C,,,2013,,,,,37,,10,40,0.925,2010-2021,EURO2,0.3,-0.0225,TRUE
18/09/2013,M,C,D2,Solar,2013,Diesel,2500,1,12854,6.6,2013,0,40,0.165,2010-2021,EURO2,0.3,-0.2505,TRUE
11/05/2016,M,C,D2,Solar,2013,Diesel,2500,3.5,181365,38.5,2016,3,40,0.9625,2010-2021,EURO2,0.3,-0.01125,TRUE
26/12/2024 00:00,,C,,,2013,,,,,29,,11,40,0.725,2010-2021,EURO2,0.3,-0.0825,TRUE
10/05/2016,M,C,D2,Solar,2013,Diesel,4000,3.5,4530,24.6,2016,3,40,0.615,2010-2021,EURO2,0.3,-0.1155,TRUE
16/10/2023 00:00,,C,,,2013,,,,,30.1,,10,40,0.7525,2010-2021,EURO2,0.3,-0.07425,TRUE
16/05/2017,M,C,D2,Solar,2013,Diesel,2500,3.5,106584,52.4,2017,4,40,1.31,2010-2021,EURO2,0.3,0.093,FALSE
24/04/2018,M,C,D2,Solar,2013,Diesel,2500,1.5,16968,10.4,2018,5,40,0.26,2010-2021,EURO2,0.3,-0.222,TRUE
02/05/2017,M,C,D2,Solar,2013,Diesel,2500,3,23756,34.9,2017,4,40,0.8725,2010-2021,EURO2,0.3,-0.03825,TRUE
03/10/2023 00:00,,C,,,2013,,,,,31,,10,40,0.775,2010-2021,EURO2,0.3,-0.0675,TRUE
11/09/2023 00:00,,C,,,2013,,,,,9,,10,40,0.225,2010-2021,EURO2,0.3,-0.2325,TRUE
29/08/2023 00:00,,C,,,2013,,,,,4,,10,40,0.1,2010-2021,EURO2,0.3,-0.27,TRUE
07/08/2024 00:00,,C,,,2013,,,,,34,,11,40,0.85,2010-2021,EURO2,0.3,-0.045,TRUE
11/06/2024 00:00,,C,,,2013,,,,,56.1,,11,40,1.4025,2010-2021,EURO2,0.3,0.12075,FALSE
02/11/2023 00:00,,C,,,2013,,,,,20,,10,40,0.5,2010-2021,EURO2,0.3,-0.15,TRUE
11/09/2023 00:00,,C,,,2013,,,,,27,,10,40,0.675,2010-2021,EURO2,0.3,-0.0975,TRUE
12/06/2024 00:00,,C,,,2013,,,,,6.9,,11,40,0.1725,2010-2021,EURO2,0.3,-0.24825,TRUE
08/10/2015,M,C,D4,Solar,2013,Diesel,2700,23,11000,11.7,2015,2,40,0.2925,2010-2021,EURO2,0.3,-0.21225,TRUE
19/09/2023 00:00,,C,,,2013,,,,,29.2,,10,40,0.73,2010-2021,EURO2,0.3,-0.081,TRUE
29/06/2024 00:00,,C,,,2013,,,,,21,,11,40,0.525,2010-2021,EURO2,0.3,-0.1425,TRUE
18/05/2017,M,C,D2,Solar,2013,Diesel,4000,3.5,142110,24.4,2017,4,40,0.61,2010-2021,EURO2,0.3,-0.117,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,4000,3,215250,28,2015,2,40,0.7,2010-2021,EURO2,0.3,-0.09,TRUE
13/09/2023 00:00,,C,,,2013,,,,,15.6,,10,40,0.39,2010-2021,EURO2,0.3,-0.183,TRUE
31/08/2023 00:00,,C,,,2013,,,,,62,,10,40,1.55,2010-2021,EURO2,0.3,0.165,FALSE
26/10/2023 00:00,,C,,,2013,,,,,25,,10,40,0.625,2010-2021,EURO2,0.3,-0.1125,TRUE
12/09/2023 00:00,,C,,,2013,,,,,10.8,,10,40,0.27,2010-2021,EURO2,0.3,-0.219,TRUE
18/09/2013,M,C,D2,Solar,2013,Diesel,3500,3.5,2300,20,2013,0,40,0.5,2010-2021,EURO2,0.3,-0.15,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,3000,3,32619,62.1,2015,2,40,1.5525,2010-2021,EURO2,0.3,0.16575,FALSE
14/09/2023 00:00,,C,,,2013,,,,,25,,10,40,0.625,2010-2021,EURO2,0.3,-0.1125,TRUE
30/09/2023 00:00,,C,,,2013,,,,,22,,10,40,0.55,2010-2021,EURO2,0.3,-0.135,TRUE
29/09/2023 00:00,,C,,,2013,,,,,7.45,,10,40,0.18625,2010-2021,EURO2,0.3,-0.244125,TRUE
11/05/2016,M,C,D2,Solar,2013,Diesel,4000,3.5,5732,38.2,2016,3,40,0.955,2010-2021,EURO2,0.3,-0.0135,TRUE
29/07/2023 00:00,,C,,,2013,,,,,25,,10,40,0.625,2010-2021,EURO2,0.3,-0.1125,TRUE
18/09/2013,M,C,D2,Solar,2013,Diesel,2500,3.5,8600,43,2013,0,40,1.075,2010-2021,EURO2,0.3,0.0225,FALSE
09/09/2023 00:00,,C,,,2013,,,,,39,,10,40,0.975,2010-2021,EURO2,0.3,-0.0075,TRUE
18/05/2017,M,C,D4,Solar,2013,Diesel,3300,33,249237,36.7,2017,4,40,0.9175,2010-2021,EURO2,0.3,-0.02475,TRUE
11/10/2023 00:00,,C,,,2013,,,,,25.99,,10,40,0.64975,2010-2021,EURO2,0.3,-0.105075,TRUE
17/07/2018,M,C,D2,Solar,2013,Diesel,2800,3,30911,71.5,2018,5,40,1.7875,2010-2021,EURO2,0.3,0.23625,FALSE
07/09/2023 00:00,,C,,,2013,,,,,20,,10,40,0.5,2010-2021,EURO2,0.3,-0.15,TRUE
27/02/2024 00:00,,C,,,2013,,,,,45.07,,11,40,1.12675,2010-2021,EURO2,0.3,0.038025,FALSE
09/11/2023 00:00,,C,,,2013,,,,,18.2,,10,40,0.455,2010-2021,EURO2,0.3,-0.1635,TRUE
28/10/2023 00:00,,C,,,2013,,,,,15.6,,10,40,0.39,2010-2021,EURO2,0.3,-0.183,TRUE
29/08/2023 00:00,,C,,,2013,,,,,22.2,,10,40,0.555,2010-2021,EURO2,0.3,-0.1335,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,2500,1.5,8269,60.1,2015,2,40,1.5025,2010-2021,EURO2,0.3,0.15075,FALSE
12/05/2016,M,C,D2,Solar,2013,Diesel,2500,3.5,22809,24.4,2016,3,40,0.61,2010-2021,EURO2,0.3,-0.117,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,3200,3,136562,26.9,2015,2,40,0.6725,2010-2021,EURO2,0.3,-0.09825,TRUE
18/09/2024 00:00,,C,,,2013,,,,,2,,11,40,0.05,2010-2021,EURO2,0.3,-0.285,TRUE
17/05/2016,M,C,D2,Solar,2013,Diesel,4000,3,27631,88.9,2016,3,40,2.2225,2010-2021,EURO2,0.3,0.36675,FALSE
29/08/2023 00:00,,C,,,2013,,,,,13.1,,10,40,0.3275,2010-2021,EURO2,0.3,-0.20175,TRUE
25/12/2024 00:00,,C,,,2013,,,,,11,,11,40,0.275,2010-2021,EURO2,0.3,-0.2175,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,2500,3,382611,90.5,2015,2,40,2.2625,2010-2021,EURO2,0.3,0.37875,FALSE
19/09/2023 00:00,,C,,,2013,,,,,10,,10,40,0.25,2010-2021,EURO2,0.3,-0.225,TRUE
12/09/2013,M,C,D2,Solar,2013,Diesel,2500,1,6201,19,2013,0,40,0.475,2010-2021,EURO2,0.3,-0.1575,TRUE
05/10/2023 00:00,,C,,,2013,,,,,15,,10,40,0.375,2010-2021,EURO2,0.3,-0.1875,TRUE
13/12/2023 00:00,,C,,,2013,,,,,8,,10,40,0.2,2010-2021,EURO2,0.3,-0.24,TRUE
07/10/2015,M,C,D2,Solar,2013,Diesel,3400,3,50610,77.3,2015,2,40,1.9325,2010-2021,EURO2,0.3,0.27975,FALSE
26/01/2023 00:00,,C,,,2013,,,,,1.1,,10,40,0.0275,2010-2021,EURO2,0.3,-0.29175,TRUE
27/09/2023 00:00,,C,,,2013,,,,,18.5,,10,40,0.4625,2010-2021,EURO2,0.3,-0.16125,TRUE
13/09/2023 00:00,,C,,,2013,,,,,18.5,,10,40,0.4625,2010-2021,EURO2,0.3,-0.16125,TRUE
28/11/2023 00:00,,C,,,2013,,,,,20,,10,40,0.5,2010-2021,EURO2,0.3,-0.15,TRUE
05/06/2023 00:00,,C,,,2013,,,,,41.9,,10,40,1.0475,2010-2021,EURO2,0.3,0.01425,FALSE
18/10/2023 00:00,,C,,,2013,,,,,38,,10,40,0.95,2010-2021,EURO2,0.3,-0.015,TRUE
28/08/2023 00:00,,C,,,2013,,,,,20,,10,40,0.5,2010-2021,EURO2,0.3,-0.15,TRUE
06/11/2023 00:00,,C,,,2013,,,,,31,,10,40,0.775,2010-2021,EURO2,0.3,-0.0675,TRUE
27/06/2019,M,C,D2,Solar,2013,Diesel,2500,2.5,14715,16.3,2019,6,40,0.4075,2010-2021,EURO2,0.3,-0.17775,TRUE
01/09/2023 00:00,,C,,,2013,,,,,2.9,,10,40,0.0725,2010-2021,EURO2,0.3,-0.27825,TRUE
29/06/2024 00:00,,C,,,2013,,,,,37,,11,40,0.925,2010-2021,EURO2,0.3,-0.0225,TRUE
18/01/2025 00:00,,C,,,2013,,,,,38,,12,40,0.95,2010-2021,EURO2,0.3,-0.015,TRUE
05/07/2022,M,C,D4,Solar,2013,Diesel,2500,20,125536,60.3,2022,9,40,1.5075,2010-2021,EURO2,0.3,0.15225,FALSE
19/06/2024 00:00,,C,,,2013,,,,,6.2,,11,40,0.155,2010-2021,EURO2,0.3,-0.2535,TRUE
10/10/2023 00:00,,C,,,2013,,,,,2.7,,10,40,0.0675,2010-2021,EURO2,0.3,-0.27975,TRUE
14/05/2024 00:00,,C,,,2013,,,,,11.6,,11,40,0.29,2010-2021,EURO2,0.3,-0.213,TRUE
29/11/2023 00:00,,C,,,2013,,,,,16.4,,10,40,0.41,2010-2021,EURO2,0.3,-0.177,TRUE
22/06/2022,M,C,D4,Solar,2013,Diesel,2777,30,250167,61.1,2022,9,40,1.5275,2010-2021,EURO2,0.3,0.15825,FALSE
04/09/2023 00:00,,C,,,2013,,,,,19.9,,10,40,0.4975,2010-2021,EURO2,0.3,-0.15075,TRUE
17/05/2017,M,C,D4,Solar,2013,Diesel,3000,5,57281,29.6,2017,4,40,0.74,2010-2021,EURO2,0.3,-0.078,TRUE
27/04/2016,M,C,D2,Solar,2013,Diesel,2500,3,28425,13.6,2016,3,40,0.34,2010-2021,EURO2,0.3,-0.198,TRUE
29/12/2023 00:00,,C,,,2013,,,,,5,,10,40,0.125,2010-2021,EURO2,0.3,-0.2625,TRUE
07/09/2023 00:00,,C,,,2013,,,,,38.2,,10,40,0.955,2010-2021,EURO2,0.3,-0.0135,TRUE
22/09/2023 00:00,,C,,,2013,,,,,32,,10,40,0.8,2010-2021,EURO2,0.3,-0.06,TRUE
01/06/2016,M,C,D4,Solar,2013,Diesel,2500,20,76233,32.7,2016,3,40,0.8175,2010-2021,EURO2,0.3,-0.05475,TRUE
06/07/2022,M,C,D4,Solar,2013,Diesel,2494,20,10756,36,2022,9,40,0.9,2010-2021,EURO2,0.3,-0.03,TRUE
26/06/2019,M,C,D2,Solar,2013,Diesel,2500,2.5,17210,25.04,2019,6,40,0.626,2010-2021,EURO2,0.3,-0.1122,TRUE
25/08/2023 00:00,,C,,,2013,,,,,34.7,,10,40,0.8675,2010-2021,EURO2,0.3,-0.03975,TRUE
02/05/2017,M,C,D2,Solar,2013,Diesel,4000,3,24931,26.9,2017,4,40,0.6725,2010-2021,EURO2,0.3,-0.09825,TRUE
31/08/2023 00:00,,C,,,2013,,,,,30.6,,10,40,0.765,2010-2021,EURO2,0.3,-0.0705,TRUE
11/05/2016,M,C,D2,Solar,2013,Diesel,2500,3.5,11033,46.6,2016,3,40,1.165,2010-2021,EURO2,0.3,0.0495,FALSE
03/05/2017,M,C,D2,Solar,2013,Diesel,4000,3,13611,60.6,2017,4,40,1.515,2010-2021,EURO2,0.3,0.1545,FALSE
25/03/2024 00:00,,C,,,2013,,,,,28,,11,40,0.7,2010-2021,EURO2,0.3,-0.09,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,4000,3,31527,28,2015,2,40,0.7,2010-2021,EURO2,0.3,-0.09,TRUE
27/09/2023 00:00,,C,,,2013,,,,,5,,10,40,0.125,2010-2021,EURO2,0.3,-0.2625,TRUE
08/10/2015,M,C,D2,Solar,2013,Diesel,2500,3,287378,73,2015,2,40,1.825,2010-2021,EURO2,0.3,0.2475,FALSE
30/08/2023 00:00,,C,,,2013,,,,,40,,10,40,1,2010-2021,EURO2,0.3,0,TRUE
01/06/2016,M,C,D4,Solar,2013,Diesel,2500,20,591895,23.8,2016,3,40,0.595,2010-2021,EURO2,0.3,-0.1215,TRUE
01/09/2023 00:00,,C,,,2013,,,,,25,,10,40,0.625,2010-2021,EURO2,0.3,-0.1125,TRUE
27/12/2024 00:00,,C,,,2013,,,,,23,,11,40,0.575,2010-2021,EURO2,0.3,-0.1275,TRUE
15/02/2024 00:00,,C,,,2013,,,,,11,,11,40,0.275,2010-2021,EURO2,0.3,-0.2175,TRUE
01/08/2024 00:00,,C,,,2013,,,,,21.5,,11,40,0.5375,2010-2021,EURO2,0.3,-0.13875,TRUE
18/09/2023 00:00,,C,,,2013,,,,,10.7,,10,40,0.2675,2010-2021,EURO2,0.3,-0.21975,TRUE
12/09/2023 00:00,,C,,,2013,,,,,11,,10,40,0.275,2010-2021,EURO2,0.3,-0.2175,TRUE
10/02/2023 00:00,,C,,,2013,,,,,3.5,,10,40,0.0875,2010-2021,EURO2,0.3,-0.27375,TRUE
15/01/2024 00:00,,C,,,2013,,,,,31,,11,40,0.775,2010-2021,EURO2,0.3,-0.0675,TRUE
29/08/2023 00:00,,C,,,2013,,,,,7.6,,10,40,0.19,2010-2021,EURO2,0.3,-0.243,TRUE
29/08/2023 00:00,,C,,,2013,,,,,8,,10,40,0.2,2010-2021,EURO2,0.3,-0.24,TRUE
30/03/2022,M,C,D4,Solar,2013,Diesel,3908,30,9287,21.7,2022,9,40,0.5425,2010-2021,EURO2,0.3,-0.13725,TRUE
25/04/2018,M,C,D2,Solar,2013,Diesel,4009,3.5,441045,46.2,2018,5,40,1.155,2010-2021,EURO2,0.3,0.0465,FALSE
31/08/2023 00:00,,C,,,2013,,,,,19,,10,40,0.475,2010-2021,EURO2,0.3,-0.1575,TRUE
07/03/2024 00:00,,C,,,2013,,,,,37.95,,11,40,0.94875,2010-2021,EURO2,0.3,-0.015375,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,2500,3,48844,99.9,2015,2,40,2.4975,2010-2021,EURO2,0.3,0.44925,FALSE
02/09/2023 00:00,,C,,,2013,,,,,38.5,,10,40,0.9625,2010-2021,EURO2,0.3,-0.01125,TRUE
28/06/2024 00:00,,C,,,2013,,,,,10,,11,40,0.25,2010-2021,EURO2,0.3,-0.225,TRUE
08/09/2023 00:00,,C,,,2013,,,,,37,,10,40,0.925,2010-2021,EURO2,0.3,-0.0225,TRUE
12/09/2013,M,C,D2,Solar,2013,Diesel,2477,1,4851,81.8,2013,0,40,2.045,2010-2021,EURO2,0.3,0.3135,FALSE
05/09/2023 00:00,,C,,,2013,,,,,8,,10,40,0.2,2010-2021,EURO2,0.3,-0.24,TRUE
03/05/2017,M,C,D2,Solar,2013,Diesel,4000,3,48391,36.1,2017,4,40,0.9025,2010-2021,EURO2,0.3,-0.02925,TRUE
02/05/2017,M,C,D2,Solar,2013,Diesel,2500,3,312611,46.1,2017,4,40,1.1525,2010-2021,EURO2,0.3,0.04575,FALSE
11/09/2023 00:00,,C,,,2013,,,,,20,,10,40,0.5,2010-2021,EURO2,0.3,-0.15,TRUE
26/02/2025 00:00,,C,,,2013,,,,,38.5,,12,40,0.9625,2010-2021,EURO2,0.3,-0.01125,TRUE
18/05/2017,M,C,D2,Solar,2013,Diesel,3300,3.5,26178,71.2,2017,4,40,1.78,2010-2021,EURO2,0.3,0.234,FALSE
18/06/2024 00:00,,C,,,2013,,,,,28.7,,11,40,0.7175,2010-2021,EURO2,0.3,-0.08475,TRUE
06/10/2015,M,C,D2,Solar,2013,Diesel,4000,3,407080,22.9,2015,2,40,0.5725,2010-2021,EURO2,0.3,-0.12825,TRUE
08/09/2023 00:00,,C,,,2013,,,,,93,,10,40,2.325,2010-2021,EURO2,0.3,0.3975,FALSE
18/09/2013,M,C,D2,Solar,2013,Diesel,3000,3.5,27200,56.8,2013,0,40,1.42,2010-2021,EURO2,0.3,0.126,FALSE
01/06/2016,M,C,D4,Solar,2013,Diesel,2500,20,43084,36.5,2016,3,40,0.9125,2010-2021,EURO2,0.3,-0.02625,TRUE
21/03/2023 00:00,,C,,,2013,,,,,3.8,,10,40,0.095,2010-2021,EURO2,0.3,-0.2715,TRUE
09/11/2023 00:00,,C,,,2013,,,,,26.9,,10,40,0.6725,2010-2021,EURO2,0.3,-0.09825,TRUE
18/05/2017,M,C,D2,Solar,2013,Diesel,3300,3.5,93349,60.1,2017,4,40,1.5025,2010-2021,EURO2,0.3,0.15075,FALSE
02/09/2023 00:00,,C,,,2013,,,,,33.82,,10,40,0.8455,2010-2021,EURO2,0.3,-0.04635,TRUE
21/10/2023 00:00,,C,,,2013,,,,,38,,10,40,0.95,2010-2021,EURO2,0.3,-0.015,TRUE
20/11/2014,M,C,D2,Solar,2013,Diesel,2500,2.5,152159,45.2,2014,1,40,1.13,2010-2021,EURO2,0.3,0.039,FALSE
03/02/2024 00:00,,C,,,2013,,,,,15.2,,11,40,0.38,2010-2021,EURO2,0.3,-0.186,TRUE
01/09/2023 00:00,,C,,,2013,,,,,3.2,,10,40,0.08,2010-2021,EURO2,0.3,-0.276,TRUE
05/07/2022,M,C,D4,Solar,2013,Diesel,2477,20,530452,48,2022,9,40,1.2,2010-2021,EURO2,0.3,0.06,FALSE
31/08/2023 00:00,,C,,,2013,,,,,16,,10,40,0.4,2010-2021,EURO2,0.3,-0.18,TRUE
07/09/2023 00:00,,C,,,2013,,,,,21,,10,40,0.525,2010-2021,EURO2,0.3,-0.1425,TRUE
03/05/2017,M,C,D2,Solar,2013,Diesel,2300,3,11131,83.5,2017,4,40,2.0875,2010-2021,EURO2,0.3,0.32625,FALSE
08/10/2015,M,C,D4,Solar,2013,Diesel,3900,27.65,2765,45.9,2015,2,40,1.1475,2010-2021,EURO2,0.3,0.04425,FALSE
16/11/2023 00:00,,C,,,2013,,,,,99,,10,40,2.475,2010-2021,EURO2,0.3,0.4425,FALSE
28/04/2016,M,C,D2,Solar,2013,Diesel,3000,3,152513,22.8,2016,3,40,0.57,2010-2021,EURO2,0.3,-0.129,TRUE
17/11/2023 00:00,,C,,,2013,,,,,16.4,,10,40,0.41,2010-2021,EURO2,0.3,-0.177,TRUE
21/06/2022,M,C,D4,Solar,2013,Diesel,2500,20,27296,90.9,2022,9,40,2.2725,2010-2021,EURO2,0.3,0.38175,FALSE
19/02/2025 00:00,,C,,,2013,,,,,32.9,,12,40,0.8225,2010-2021,EURO2,0.3,-0.05325,TRUE
06/09/2023 00:00,,C,,,2013,,,,,37,,10,40,0.925,2010-2021,EURO2,0.3,-0.0225,TRUE
29/08/2023 00:00,,C,,,2013,,,,,12,,10,40,0.3,2010-2021,EURO2,0.3,-0.21,TRUE
10/07/2024 00:00,,C,,,2013,,,,,17.24,,11,40,0.431,2010-2021,EURO2,0.3,-0.1707,TRUE
11/09/2013,M,C,D2,Solar,2013,Diesel,2500,1,14437,22.4,2013,0,40,0.56,2010-2021,EURO2,0.3,-0.132,TRUE
07/09/2023 00:00,,C,,,2013,,,,,2.6,,10,40,0.065,2010-2021,EURO2,0.3,-0.2805,TRUE
19/05/2016,M,C,D2,Solar,2013,Diesel,4000,3,231221,22.1,2016,3,40,0.5525,2010-2021,EURO2,0.3,-0.13425,TRUE
20/11/2024 00:00,,C,,,2013,,,,,21.5,,11,40,0.5375,2010-2021,EURO2,0.3,-0.13875,TRUE
19/04/2024 00:00,,C,,,2013,,,,,14.5,,11,40,0.3625,2010-2021,EURO2,0.3,-0.19125,TRUE
10/09/2013,M,C,D2,Solar,2013,Diesel,3000,1,6942,53,2013,0,40,1.325,2010-2021,EURO2,0.3,0.0975,FALSE
01/09/2023 00:00,,C,,,2013,,,,,15,,10,40,0.375,2010-2021,EURO2,0.3,-0.1875,TRUE
07/09/2023 00:00,,C,,,2013,,,,,25,,10,40,0.625,2010-2021,EURO2,0.3,-0.1125,TRUE
25/09/2023 00:00,,C,,,2013,,,,,34,,10,40,0.85,2010-2021,EURO2,0.3,-0.045,TRUE
27/08/2023 00:00,,C,,,2013,,,,,21,,10,40,0.525,2010-2021,EURO2,0.3,-0.1425,TRUE
30/12/2024 00:00,,C,,,2013,,,,,23,,11,40,0.575,2010-2021,EURO2,0.3,-0.1275,TRUE
11/12/2024 00:00,,C,,,2013,,,,,23,,11,40,0.575,2010-2021,EURO2,0.3,-0.1275,TRUE
18/05/2017,M,C,D2,Solar,2013,Diesel,3000,3.5,75021,21.1,2017,4,40,0.5275,2010-2021,EURO2,0.3,-0.14175,TRUE
11/05/2016,M,C,D2,Solar,2013,Diesel,4000,3.5,69620,45.6,2016,3,40,1.14,2010-2021,EURO2,0.3,0.042,FALSE
03/11/2023 00:00,,C,,,2013,,,,,19.35,,10,40,0.48375,2010-2021,EURO2,0.3,-0.154875,TRUE
08/06/2023 00:00,,C,,,2013,,,,,25,,10,40,0.625,2010-2021,EURO2,0.3,-0.1125,TRUE
11/09/2013,M,C,D2,Solar,2013,Diesel,2500,1,5869,32,2013,0,40,0.8,2010-2021,EURO2,0.3,-0.06,TRUE
12/05/2016,M,C,D2,Solar,2013,Diesel,3200,3.5,15673,46.6,2016,3,40,1.165,2010-2021,EURO2,0.3,0.0495,FALSE
24/08/2023 00:00,,C,,,2013,,,,,9.8,,10,40,0.245,2010-2021,EURO2,0.3,-0.2265,TRUE
01/03/2025 00:00,,C,,,2013,,,,,7,,12,40,0.175,2010-2021,EURO2,0.3,-0.2475,TRUE
28/11/2023 00:00,,C,,,2013,,,,,10,,10,40,0.25,2010-2021,EURO2,0.3,-0.225,TRUE
20/03/2019,M,C,D2,Solar,2013,Diesel,2500,3,17110,99,2019,6,40,2.475,2010-2021,EURO2,0.3,0.4425,FALSE
11/09/2023 00:00,,C,,,2013,,,,,0.4,,10,40,0.01,2010-2021,EURO2,0.3,-0.297,TRUE
04/06/2024 00:00,,C,,,2013,,,,,32,,11,40,0.8,2010-2021,EURO2,0.3,-0.06,TRUE
12/09/2013,M,C,D2,Solar,2013,Diesel,4000,1,8585,15.8,2013,0,40,0.395,2010-2021,EURO2,0.3,-0.1815,TRUE
